method,text,predicted,actual
TagTok_Slang,"wala pang 15 seconds na pormal magsimula yung oras ni poe , binanggit na agad nya yung tatay nya . # pilipinasdebate2016",1,0
TagTok_Slang,"excited na ako mamaya sa debate , humada binay at mar ! ! # pilipinasdebates2016",1,0
TagTok_Slang,reyes : parang in denial silang lahat . nakakagulat din ang statement ni sec . mar roxas,1,0
TagTok_Slang,"karen : so , parang ka palang binay . si binay kasi sister cities ang naging groundwork niya . alma : yes , yes . ( idk if i should laugh or what )",1,0
TagTok_Slang,"inubos mo daw kase pera , tol . hahahahaha binay !",1,0
TagTok_Slang,daniels cool ng name ang maraming haha joke . anong masasabi mo sa tvc ni binay ?,1,0
TagTok_Slang,grace poe 's ad abt respecting women is too dramatic but it has no substance . what policies are she proposing to help address women 's issues ?,1,0
TagTok_Slang,"at this point , you may have to do another mar roxas , mar roxas .",1,0
TagTok_Slang,look : ' binay ' sign ala hollywood rises on banaue rice terraces [ url ] ... just take it down ! epal tong si nognog,1,0
TagTok_Slang,napatrending si binay ah,1,0
TagTok_Slang,""" pag ako nanalo , hu ikaw ka sakin . "" ~ binay to mar # pilipinasdebates2016",1,0
TagTok_Slang,nakikiride na naman si binay sa mga current issues ...,1,0
TagTok_Slang,ang sakit sa puso to see mds losing . mas masaklap e mas mataas pa si roxas at binay . at pasok sa top12 si pacquiao . # halalan2016,1,0
TagTok_Slang,ang president ako ay si mar roxas . ishare mo to sa 25 na tao at magkakaron ka ng sobre . huwag kang tumawa yung kapitbahay ako meron na . lol,1,0
TagTok_Slang,brave move by mar roxas to show up at the senate even if he knows the issue is politically motivated and only aims to discredit him .,1,0
TagTok_Slang,"[ mention ] plus , binay 's laid the groundwork years ago . thing is , with govt machinery behind mar , he needs to study what binay 's doing .",1,0
TagTok_Slang,"naisip ako lang , ano pagkakaiba ni robredo kay roxas gayong nasa iisa silang partido . # halalan2016",1,0
TagTok_Slang,montaño on corruption allegations vs binay : let 's give him his day in court . bigyan natin siya ng pagkakataon sa husgado . # eleksyon2016,1,0
TagTok_Slang,"dear mar roxas & amp ; lp , ikaw sound as if iyong begging people to vote u. didn't get my sympathy though .",1,0
TagTok_Slang,# pakiexplain,1,0
TagTok_Slang,[ mention ] kay binay ka na lang !,1,0
TagTok_Slang,kaya pana ah ? ? ? ? mar roxas ftw ! ? ? ? ?,1,0
TagTok_Slang,"paboritong merienda ni binay ang "" eggnog "" .",1,0
TagTok_Slang,please poe habulin mo na lang si duterte .,1,0
TagTok_Slang,"mar roxas ! manalo , matalo inaasahan ako na hindi ka mawawala . na patuloy ka maglilingkod gaya ng ginagawa mo ngayon .",1,0
TagTok_Slang,acting mayor kid peña denies he issued such memos . tells rappler that he'll consult w / hr why binay 's employees were recalled to mother units,1,0
TagTok_Slang,"binay , pag dinala mo sila sa pilipinas madaming boboto sayo promise ! [ mention ] [ url ]",1,0
TagTok_Slang,""" binay appreciation day "" today sa tv patrol",1,0
TagTok_Slang,if you don't want to mar roxas to become the president then don't vote for him . no one is forcing you to do it . that 's simple !,1,0
TagTok_Slang,ewan pero gusto ako talaga magpunta dun sa mga echebureche ni mar roxas para may 500 ako . walang pera ? si mar ang solusyon . haha ? ?,1,0
TagTok_Slang,"kung may comic book na "" sa gitna ng unos "" ft . mar roxas bakit walang comic book na "" sa gitna ng mga tres "" ft . jejomar binay",1,0
TagTok_Slang,"in this world full of jake ejercito , sebastian duterte , brian poe and now sandro marcos .. but what you have is a jun jun binay . aray ako bh3 ? ?",1,0
TagTok_Slang,paano ba naman kasi hindi mo pipiliin si vp binay eh siya kasi pinaka genuine sa lahat ! # onlybinaypriority4ps,1,0
TagTok_Slang,binay : talk less ! smile more ! don't let them know what your stance is on their accusations # ham4halalan,1,0
TagTok_Slang,"debate is for duterte to lose by losing his cool , talking tagalog . same w grace whose english we have yet to hear . sorry but english = sense .",1,0
TagTok_Slang,"go miriam ! go grace ! the last presidential debate .. straight - forward platform , anti - corruption , peace and orde .. # pilipinasdebates2016",1,0
TagTok_Slang,[ mention ] there should be . parang smoke screen lang to . maybe binay is plotting something .,1,0
TagTok_Slang,"rt [ mention ] : young people are surprised when they learn that binay used to be an anti - marcos activist . oh , how the world turns . htt …",1,0
TagTok_Slang,""" nandyan na binay "" bully rosette . bully ? ? ? ? ? ? ? ?",1,0
TagTok_Slang,acctncy students : ohhh yeah ! ! ! ! !,1,0
TagTok_Slang,alam mo kung ano yung pinaka mahirap kalimutan ? yung kantang only binay .,1,0
TagTok_Slang,yung ad na naman para kay binay ! ! ? ? ? ? ? ? ? ? ? ? ? ?,1,0
TagTok_Slang,binay ftw haha,1,0
TagTok_Slang,""" from 1 to mar roxas , how desperate are you to find love ? "" # phvote # halalan2016 # eleksyon2016 # bilangpilipino",1,0
TagTok_Slang,"everytime someone says "" errthang "" , binay gets a vote .",1,0
TagTok_Slang,"t'wing napapanuod ako campaign ads ni binay , nasasaktan ako.naaawa ako sa mga pinoy na nagbayad ng tax para lang gawing pondo sa pagtakbo nia",1,0
TagTok_Slang,mar roxas na korina sanchez got enthroned ? ! wth ? !,1,0
TagTok_Slang,sinong na - lss sa campaign song ni binay ? ! kasi ako oo ! only binay haha,1,0
TagTok_Slang,rt [ mention ] : breaking : may separate dissenting opinion si nancy binay . 76-pager daw . bet ? !,1,0
TagTok_Slang,good job ! bait mo talaga sa mga senior citizens ! # binay2016 # gobinay,1,0
TagTok_Slang,umasa ako eh ! ! ! ! sabi andun si binay ? ? ? ?,1,0
TagTok_Slang,oo binay iboboto kita . wait lang tulog lang ako . zzzzz,1,0
TagTok_Slang,"ayaw pa din magconcede ni binay no ? parang ikaw sakanya , umaasa ka pa din na may mababago kahit wala naman na talaga ..",1,0
TagTok_Slang,yung puro makati yung narinig mo kay binay sa debate ? ? ? ? # pilipinasdebates2016,1,0
TagTok_Slang,kapani paniwala ba yung kay roxas ? ? ? mas naniniwala pa ako sa voters ni binay kesa sa kanya eh,1,0
TagTok_Slang,# duterteforpresident,1,0
TagTok_Slang,puro naman binay nakikita ako,1,0
TagTok_Slang,binay moves !,1,0
TagTok_Slang,"[ mention ] tsk puro kayo patama kay vp binay . out of 200 + na accounts , isa lang ang totoo dun tsk # onlybinayunasailocos",1,0
TagTok_Slang,claim it binay ! wala namang masama sa pangangarap ! # pilipinasdebates2016,1,0
TagTok_Slang,"for those voting for binay , why does he make a good president despite knowing his character and alleged corruptive ways are in question ?",1,0
TagTok_Slang,# thistimevotewisely,1,0
TagTok_Slang,balwarte daw ni binay ang laguna ? ? aba ! aba . ? ? ? ?,1,0
TagTok_Slang,mali na lang ba ni mr . binay ang nakikita niyo ? subukan niyo kayang tignan yung naitulong niya . hindi lahat ng suspicion nila ay totoo .,1,0
TagTok_Slang,"dahil sa ad ni binay na pandak at nognog , huwag po kayong malilito kung sakaling iboboto ninyo sya . baka mamaya isulat ninyo eh kokey . dapat tama .",1,0
TagTok_Slang,team binay talaga kami eh ? ? ? ? pero no problem kung si president digong na ang panalo . may tiwala po kami sa inyo president ? ? # change ? ?,1,0
TagTok_Slang,limlingan who 's still missing - is he d …,1,0
TagTok_Slang,[ mention ] do you have anything to throw sa mga binay ? lintik ha ! nakakapagod ka na !,1,0
TagTok_Slang,so mar roxas knows that there 's drugs or illegal works whatsoever in davao ?,1,0
TagTok_Slang,"roxas time ! i mean , roxas night market . not the shitty mar roxas .. ? ?",1,0
TagTok_Slang,ako : diba ikaw yung nag - cheat sa exam natin noon?kaya pala si mar roxas iboboto mo .,1,0
TagTok_Slang,poe lumayo - layo ka naman kay mar oy . lamangan mo nang matindi - tindi . para kayo na lang ni duterte maglaban ? ?,1,0
TagTok_Slang,binay na boboto namin ! okay siya regarding poverty issues # onlybinayknows # pilipinasdebates2016,1,0
TagTok_Slang,"both binay and marcos simply can't believe they've lost . it is almost tragicomic , soon descending into farce .",1,0
TagTok_Slang,"i pity mar roxas he really wntd to be president he should have been , but gave up the only chance he had 6 yrs ago . tough luck .",1,0
TagTok_Slang,binay at mar roxas matgal na kayong nasa mataas na posisyon edi sana may babago na bakit wala padin ? ? . duterte ! tayo guys !,1,0
TagTok_Slang,"pulse asia jan ' 16 : binay down in nearly all areas & amp;classes , except ncr & amp ; abc , ( virtually no movement ) . double - digit decreases in vismin , e",1,0
TagTok_Slang,"[ mention ] pero aminin mo , malaki contribution niya for binay 's win over roxas as vp . he can extend roxas voting base to c - d - e.",1,0
TagTok_Slang,this is one of those times na hindi kami pareho . emerghed . ? ? ? ? ? ?,1,0
TagTok_Slang,"si arwind parang si mar roxas lang , , kahit anong "" galing "" walang dating haha",1,0
TagTok_Slang,"bakit ba si binay , lagi nya sinasabi nung mayor siya "" sa makati .. sa makati "" .. bakit wala syang maipagmalaki bilang bise presidente ? ano na",1,0
TagTok_Slang,"hala . to think na kalayo ng saan ignacio from the concert grounds ng "" thanksgiving concert "" ni grace poe ? ? ? ? ? ? ? ?",1,0
TagTok_Slang,""" [ mention ] : toni : "" ano ang katangian niyo kung kaya't dapat kayong maging big winner ? "" binay : "" nognog , pandak , at laki sa hirap . "" lol",1,0
TagTok_Slang,# 2 na naman si mar roxas ? ! ? ?,1,0
TagTok_Slang,[ mention ] you're the last hope about this alleged cheating of mar roxas in pcos machines :( we the normal people are hopeless about it .,1,0
TagTok_Slang,# aldubserendipity,1,0
TagTok_Slang,tas boboto daw nila du30 lalabas sa resibo ata iyon roxas,1,0
TagTok_Slang,talo man tayu sa president ok lang basta manalo ka leni laban ipag laban mo si roxas # labanleni,1,0
TagTok_Slang,"overflowing amour propre , mister binay ! ? ? [ url ]",1,0
TagTok_Slang,"so , daniel padilla endorsing mar roxas . okay . hindi pa ako boboto eh",1,0
TagTok_Slang,hindi pa din kita iboboto grace poe .,1,0
TagTok_Slang,"i dont like binay but i laud his marketing team . sobrang galing ng branding , targeting and positioning . this is in stark contrast fr roxas '",1,0
TagTok_Slang,"yung feel na feel ni grace poe kumanta ng lupang hinirang . kulang na lang ipagsigawan nya : pilipino ako , guys ! ! # pilipinasdebates2016",1,0
TagTok_Slang,"retweeted miriam santiago ( [ mention ] ): ay natural ! sinaktan mo eh , kaya ayan nagbago",1,0
TagTok_Slang,"wala kaming picture ni binay , masyadong mahigpit yung bodyguard",1,0
TagTok_Slang,there is really a clear & amp ; convincing evidence regarding that charges against binay even na hindi hearing b4 expert says he is enriching himself .,1,0
TagTok_Slang,buhay naman ni mar roxas next week sa mmk .,1,0
TagTok_Slang,wala ata naka - exercise si vp binay lakad ng lakad eh ? ?,1,0
TagTok_Slang,[ mention ] laki ng galit mo kay binay ah ! hmm ... do you have any personal relation to binay that made your anger extreme ?,1,0
TagTok_Slang,"toni : "" ano ang katangian niyo kung kaya't dapat kayong maging big winner ? "" binay : "" nognog , pandak , at laki sa hirap . """,1,0
TagTok_Slang,"if you were paid 40 million pesos to air black propaganda against mar roxas , would you ? [ mention ] ? ? ? ? ? ?",1,0
TagTok_Slang,"rt [ mention ] : toni : "" ano ang katangian niyo kung kaya't dapat kayong maging big winner ? "" binay : "" nognog , pandak , at laki sa hirap . "" ©",1,0
TagTok_Slang,good pm [ mention ] what is the issue re binay ? hoping for iyong response . thanks ! ? ? ?,1,0
TagTok_Slang,"rt [ mention ] : toni : "" ano ang katangian niyo kung kaya't dapat kayong maging big winner ? "" binay : "" nognog , pandak , at laki sa hirap . """,1,0
TagTok_Slang,"huwag naman sabihan si binay ng burn , baka seryosohin niya guys , sabihin binubulluy na naman siya .",1,0
TagTok_Slang,[ mention ] sayang dalawa na kayo pogi ni binay sana huhu tas wala nadin burger lord,1,0
TagTok_Slang,tomorrow is not a holiday mar roxas just lost millions of votes .,1,0
TagTok_Slang,puro si binay,1,0
TagTok_Slang,""" nog nog pa rin "" tas binay 's face .. campaign ba iyon or pambabash im so confused ? ? ? ? ? ¿ ?",1,0
TagTok_Slang,kung 30k pababa sweldo mo wala ka ng buwis may increase ka pa ! binay na ! # onlybinaytaxcut # onlybinay [ url ],1,0
TagTok_Slang,"maligayang kaarawan , vice president jejomar c. binay ! [ url ]",1,0
TagTok_Slang,at wala pa daw si binay sa bauan tech,1,0
TagTok_Slang,"alamat ka talaga binay ? ? ? ? may sukli yung 22,500 na voucher incash pa ibibigay yung 12k ? ? ? ? ? ? whoooo # binayforpresident ? ? ? ?",1,0
TagTok_Slang,that binay nognog pandak ad is just too distrubing . it doesn't speak to me properly .,1,0
TagTok_Slang,"i'm really hoping voters don't get fooled by binay 's left and right allegations . i've no problems w / nognog at pandak , being one myself .",1,0
TagTok_Slang,mar roxas @ mangaldan public market laterrrr,1,0
TagTok_Slang,na touch naman ako don sa nognog ni binay na commercial ? ?,1,0
TagTok_Slang,# angdaangmatuwid,1,0
TagTok_Slang,"amidst all the allegations of corruption , vp binay remained totoo to form : scared to face the allegations . what 's your verdict ? # politicsph",1,0
TagTok_Slang,[ mention ] ang bigat nga nung bagsak nung tv ad ni binay galing eh . i haven't ! solid ba ?,1,0
TagTok_Slang,kung si mar roxas ang ma presidenti ambot na lang jud aning pilipinas,1,0
TagTok_Slang,si poe na lang please . huwag na si du30 ? ?,1,0
TagTok_Slang,iyan si binay .,1,0
TagTok_Slang,"mar roxas to mobilize "" software solutions "" to improve public service . # mbhotseat",1,0
TagTok_Slang,"bakit puti si poe ? dahil , walang bahid ng anumang kasamaan . puro kabutihan lamang . # pilipinasdebates2016",1,0
TagTok_Slang,[ mention ] [ mention ] nahiya ka pa hindi mo na ginawang binay,1,0
TagTok_Slang,hahaha ! chinat ako ni kuya binay ! ! ? ? ? ?,1,0
TagTok_Slang,nao - oc - han ako sa grammar ng ad ni binay . -.-,1,0
TagTok_Slang,nakakalss yung bagong campaign song ni binay . only b1nay,1,0
TagTok_Slang,ano tong nababalitaan kong nangunguna na daw si mar roxas ? ? ?,1,0
TagTok_Slang,maniniwala pa ako kung si binay o si poe pumapangalawa eh,1,0
TagTok_Slang,nako nagprotesta mga tacloban laban kay mar roxas tapos si djp ieendorse si mar . tsk # psypagyanig,1,0
TagTok_Slang,haha bakit tawang tawa ako sa commercial ni binay :((,1,0
TagTok_Slang,[ mention ] wala kaya ! nandito si vp binay nagpapagupit,1,0
TagTok_Slang,i don't know grace poe ? ? ? ? ? ?,1,0
TagTok_Slang,nabubuwang na si trillanes at roxas . ? ? ? ?,1,0
TagTok_Slang,"5 m lead . mahirap na habulin . but lord , don't let roxas win please ? ? # duterte # halalan2016",1,0
TagTok_Slang,"si mar roxas ang magpapatuloy , magpupuno , magtatama ng nasimulan ng daang matuwid . sinsero , dedikado . hindi tayo dadramahan , hindi tayo nanakawan .",1,0
TagTok_Slang,kath and dj shamelessly supported mar roxas knowing that they may be hated because of it kasi may sarili silang utak . # votekathrynfpp # kca,1,0
TagTok_Slang,"[ mention ] : i'd rather have an issue of citizenship rather than plunder and corruption . ” -grace poe ? ? ? ? """,1,0
TagTok_Slang,huwag lang talaga maging president si mar roxas ? ?,1,0
TagTok_Slang,i'm wondering what 's on mar roxas ' mind .,1,0
TagTok_Slang,"toni : "" ano ang katangian niyo kung kaya't dapat kayong maging big winner ? "" binay : "" nognog , pandak , at laki sa hirap . "" © hahahaha",1,0
TagTok_Slang,"hala ka ? # rp69fanfic starring sandro marcos , sebastian duterte , paolo roxas , junjun binay . ihabol daw si luis hontiveros at jake ejercito .",1,0
TagTok_Slang,basta ewan ako na lang pag si binay pa banda huli ang manalo dyan ? ?,1,0
TagTok_Slang,kahit naman mag duterte buong padilla clan kung wala nmng duterteng tatakbo ! kesa naman si binay . # psypagyanig,1,0
TagTok_Slang,"rt [ mention ] : toni : anong katangian ninyo kung kaya't kayo ang karapat dapat maging big winner ? binay : nognog , pandak , at laki sa hirap …",1,0
TagTok_Slang,"[ mention ] syempre ate pag hindi naman talaga totoo yung issue ibabalita nila yan.parang si binay madming issue binato skanya , binalita din naman",1,0
TagTok_Slang,bakit ganoon yung partial result .. ? baka naman nailipat kay mar roxas mga boto sa mga ibang presidente .. l,1,0
TagTok_Slang,hi binay kumusta ka na dyan sa ub ...,1,0
TagTok_Slang,mar roxas pag si danilo dinala mo sa roxas ngayon halaran naku iboboto na kita tas pakainin mo sa bahay namin hahahahahaha ? ? ? ?,1,0
TagTok_Slang,binay / roxas face swap result . what the fuck ? ? ? ? ? ? [ url ],1,0
TagTok_Slang,[ mention ] haha huwag naman iyon lang pakinabang ni binay ee hahah,1,0
TagTok_Slang,"binay said he doesn't want to be called "" nognog "" anymore but he used it on his ad . ano ba ? haha",1,0
TagTok_Slang,yung matatawa ka na lang sa advertisement ni binay at roxas . huwag kami uyyyy ! # votewisely # election2016,1,0
TagTok_Slang,"[ mention ] , i didn't know na singer ka pala "" beyoncé "" binay ! ? ? ? ? # showtimewagiwednesday",1,0
TagTok_Slang,"binay , please huwag puro makati . you are the incumbent vp for god 's sake !",1,0
TagTok_Slang,"* kung hindi ka taga makati , hindi mo pwedeng husgahan ang mga # binay ?",1,0
TagTok_Slang,sana lahat ng nagpapicture kay binay ay iboto siya . ? ?,1,0
TagTok_Slang,[ mention ] now mar roxas buying all the dance kids finals ads ! haha,1,0
TagTok_Slang,memorize na ng kapatid ako commercial ni binay ? ?,1,0
TagTok_Slang,"sigurado mahahati ang boto kay miriam at duterte . please , sana huwag manalo si binay ! ! ! ! ! # duterte2016",1,0
TagTok_Slang,[ mention ] ibang klase talaga tambalan ninyo ni binay haha,1,0
TagTok_Slang,"pag ako naging architect / lawyer , magtago ka na binay . uunahin ako lahi mo .",1,0
TagTok_Slang,kung yung ginastos ni grace poe sa pagpakyaw ng mga bus sa rtmi ay binili na lang niya ng bigas at pinamigay hindi sana sayang .,1,0
TagTok_Slang,mar roxas can be beaten by no less than a nuisance candidate -- former comelec chairman sixto brillantes ... very true . !,1,0
TagTok_Slang,"passed by the debate venue and literally heard the roxas , binay and poe jingles in succession . maganda ng mga lss for today .",1,0
TagTok_Slang,"si binay ngayon , sunod sabado si mar . # wantedpresident",1,0
TagTok_Slang,hahahaah ! galit ka kay binay ha ! ! ! ! : ppp [ mention ] haahahaha [ url ],1,0
TagTok_Slang,[ mention ] hahahaha . cute mo dyan binay . haha,1,0
TagTok_Slang,"cousins crying bc miriam is placed in the last . me too . idk what is happening . binay , roxas over miriam ? ! ! !",1,0
TagTok_Slang,billions in kickbacks : ' binay was found guilty of corruption by four institutions ' [ url ],1,0
TagTok_Slang,"dear mar roxas , you fought well sir . i still believe in you , your voice means a lot to us . do not get tired of serving our country .",1,0
TagTok_Slang,sino get presidentiable ang makakabasa nito ! ! binay ? roxas ? poe ? nakupo . # dutertesolid [ url ],1,0
TagTok_Slang,"rt [ mention ] : nognog , pandak , laki sa hirap at hindi tulad ng iba marami na nagawa . binay memes incoming ! ? ? ? ? ? ?",1,0
TagTok_Slang,"binay , who 's tagged as a thief and the most corrupt of them all , is doing better by ignoring everything . sad , really .",1,0
TagTok_Slang,basta ewan ako na lang pag hindi binay pa banda huli ang manalo dyan ? ?,1,0
TagTok_Slang,hindi naman ang pagpatay ang solusyon sa problema ng pilipinas e. hindi lang yun ! ? ? # poeismypresident # leniismyvp,1,0
TagTok_Slang,pero ang hassle ng matataas sila roxas poe at binay kay mds . wew ? ?,1,0
TagTok_Slang,"omg , aldub . don't you dare endorse binay . ? ?",1,0
TagTok_Slang,"mar roxas yesterday , mar roxas again tonight !",1,0
TagTok_Slang,hala ka mar roxas slowly creeping in . ayan na siya [ mention ],1,0
TagTok_Slang,# aldublovelock the bias t.v network award goes too ! ? ! ! ! ?,1,0
TagTok_Slang,[ mention ] malamang si binay ! malakas iyon e ! haha ! # aldubebtamangpanahon,1,0
TagTok_Slang,"if you don't want duterte , then don't . why call other candidates to unite and go against one . # roxas # protectphdemocracy",1,0
TagTok_Slang,"ilan kayang patalastas pagagawa ni binay ? kotang kota na , artista ba o presidente ?",1,0
TagTok_Slang,ngayon ako lang nakita tong si binay ngumiti ng ganito ulet ha hmm ?,1,0
TagTok_Slang,"si binay yung gustung - gusto mo pa rin ipaglaban kahit gaano pa kasama tingin ng ibang tao sa kanya . wala lang , feeling mo kasi siya na e ? ?",1,0
TagTok_Slang,si binay ayaw pa mag concede ! pakigising nga .,1,0
TagTok_Slang,# tvpatrol is mar roxas ' ? how come ? a feature news this long in # primetime should be very expensive .,1,0
TagTok_Slang,gg na mar roxas .,1,0
TagTok_Slang,no matter what my puso roots for you mar roxas ! !,1,0
TagTok_Slang,has grace poe criticized jalosjos for actually raping a child ? no .,1,0
TagTok_Slang,maypag mag barangay tanod ka mar roxas bagay pa kaayo,1,0
TagTok_Slang,anybody but binay !,1,0
TagTok_Slang,episode 19- the moonlight knight [ url ],1,0
TagTok_Slang,rt [ mention ] : kapag si binay kaya naging presendente tatawagin kaya siyang p - nay ? ! tanong lang hahahaha,1,0
TagTok_Slang,[ mention ] please color your gray hair with black . you look older than vp binay . please .,1,0
TagTok_Slang,i think walang tatalo sa level ng pagiging balimbing ni remulla sa ginawa nya kay binay,1,0
TagTok_Slang,[ mention ] * binay 's commercial * hahahaha,1,0
TagTok_Slang,[ mention ] iyan si binay ! hahahahahahah .,1,0
TagTok_Slang,"duterte fans , ' wag pakasisiguro . mar fans , partial pa lang yan . poe fans , same to you . binay fans , ' wag bitter . miriam fans , stay classy .",1,0
TagTok_Slang,nognog pandak laki sa hirap iyan si [ mention ] binay ? ? ? ?,1,0
TagTok_Slang,maraming ata commercial nung binay,1,0
TagTok_Slang,yung tv ad ni mar roxas mas madalas pa sa commercial ng aldub e.,1,0
TagTok_Slang,nognog . pandak . laki sa hirap ! binay tayo ha ! ;),1,0
TagTok_Slang,"ang totoo , kaya hindi nanguna sa bilang si mar roxas , ayaw ng mga pilipino people maging first lady si korina sanchez . haha",1,0
TagTok_Slang,si trillanes kala mo si roxas .,1,0
TagTok_Slang,siraan ninyo na si mar roxas pero huwag ninyo na idamay si cong . leni robredo . si mar nalang !,1,0
TagTok_Slang,# halalanresults # election2016 # dayaangdilaw,1,0
TagTok_Slang,sayang ka talaga grace poe ? ? pero mas kailangan namin ng pres na may tapang at kayang lumaban para sa bayan ? ? ? ?,1,0
TagTok_Slang,pag ako binay hindi mo natulungan sa taong mahal ako eh,1,0
TagTok_Slang,roxas - robredo sa may 9 ! diretso lang ! walang liliko ! daang matuwid pa rin !,1,0
TagTok_Slang,"o ano masasabi ninyo mga "" taga norte "" ? kalintianan nindo . move on na . si binay lang ang naghihintay ng poreber . ? ? ? ? ? ? [ url ]",1,0
TagTok_Slang,wahahaha yung commercial ni binay ... # otwolhappytimes,1,0
TagTok_Slang,"toni : "" ano ang katangian niyo kung kaya't dapat kayong maging big winner ? "" binay : "" nognog , pandak , at laki sa hirap . """,1,0
TagTok_Slang,pag nanalo si mar roxas sisinghot ako ng tsinelas .,1,0
TagTok_Slang,"frnd : ano ba mga gusto mo sa lalaki pau ? me : nognog . pandak . laki sa hirap . at hindi tulad ng iba , maraming nagawa . haha binay fan here ? ? ? ?",1,0
TagTok_Slang,only hope na naging only binay . ? ? ? ? orayt . ? ?,1,0
TagTok_Slang,pag napapanood ako yung campaign advertisment ni binay naalala ako emman ? ? ? ? ? ? ? ?,1,0
TagTok_Slang,nako si mar roxas pala ang iblock voting ng mga ano . haysss,1,0
TagTok_Slang,ano bang wala si miriam na meron kay roxas or binay at mas nanguna sila ?,1,0
TagTok_Slang,sabi nila madadaya daw iyan ni mar roxas . kasi pangsecond daw siya . # halalanresults,1,0
TagTok_Slang,"roxas or poe na lang daw .. sabi ko , du30 na lang kesa dyan sa 2 . ayaw nya daw . sabi ko , sure w na iyan si digong . eh bakit pa raw nag - uusap ? ?",1,0
TagTok_Slang,"dear # marroxas , wala kameng pakialam kung anong suot mo sa bahay . hindi kame uunlad dyan . mas "" tattered "" ba iyan kesa sa suot ko ? # phvote",1,0
TagTok_Slang,binay camp downplays senate report about partial investigation on corruption allegations against binay and his son . …,1,0
TagTok_Slang,what 's good is that a victory for mar roxas means that we'll have a government that is not beholden to inc and its interests .,1,0
TagTok_Slang,"mukhang ambait bait ni poe noh ? ang hirap kasi sa mabit , naaabuso . hindi natin kailangan ng mabait na pangulo ngayon eh ! # pilipinasdebates2016",1,0
TagTok_Slang,"sa tingin mo , kapag nanalo si mar roxas , maitutuloy ba niya ang tuwid na daan ? if yes , anu - ano ang mga itutuloy niya ?",1,0
TagTok_Slang,mar roxas umayos ka nga,1,0
TagTok_Slang,"botohin daw si binay kasi pandak , nognog at laki sa hirap ... i seriously don't get it",1,0
TagTok_Slang,i find the binay photo with his whole face photoshopped with ash demeaning toward people who are dark - skinned .,1,0
TagTok_Slang,""" mananalo tayo dahil hindi tayo korap ! "" "" mananalo tayo dahil hindi tayo astang diktador ! "" -mar roxas , lp # halalan2016",1,0
TagTok_Slang,in my own opinion lang po ha pabayaan ninyo na lang siya kesa naman si binay or roxas manalo,1,0
TagTok_Slang,"sabi ni mar roxas , trabaho lang daw , wala syang drama . aba , eh wala ka rin namang boto ! hehe . # abscbnfail",1,0
TagTok_Slang,"i was truly amazed ! mayor binay has his last card "" aguinaldo doctrine of 1959 "" to effectively extinguished their past wrongdoings.omg !",1,0
TagTok_Slang,dali ka kay vice president binay hahaha ! nang aano ka ha ! haha # yfsfangsaya,1,0
TagTok_Slang,ayaw talagang manalo ng lp si mar roxas . ? ?,1,0
TagTok_Slang,nastress na yung camera man kay binay lakad kasi ng lakad ? ? ? ?,1,0
TagTok_Slang,protect ph democracy . no to dictatorship ! no to martial law ! iboto mar roxas at leni robredo !,1,0
TagTok_Slang,"roxas , pnoy , trillanes . we can smell your fear .",1,0
TagTok_Slang,rt [ mention ] : that commercial of binay that will forever annoy me .,1,0
TagTok_Slang,mas maraming ' nagawa ' si binay ngayon kumpara nung nakaupo pa siya bilang vice president .,1,0
TagTok_Slang,"e kasi nga diba sabi ni roxas tska ni binay nung debate sila ang mananalo . sige na , dalawa na presidente natin . ? ? ? ?",1,0
TagTok_Slang,binay 's commercial is very funny .,1,0
TagTok_Slang,parehas kami relo ni binay what the fuck,1,0
TagTok_Slang,"paging sa mga fans ni mar roxas ! ! tweet niyo nga ako , marami akong itatanong sa inyo .",1,0
TagTok_Slang,yung mga kaibigan ako mar roxas iboboto e. pero medyo may doubt pa ako kay roxas . :3 wew,1,0
TagTok_Slang,"you guys blame aldub , lizquen and jadine for kathniel 's waning popularity when it 's really mar roxas who 's bringing their downfall",1,0
TagTok_Slang,dear # binay . do you feel mentioning yourself to be nognog and pandak is a good campaign strategy ? fyi it only makes us laugh huehuehue ? ? ? ? ? ?,1,0
TagTok_Slang,parinigan binay at marcos ? ? take it ez mga bro !,1,0
TagTok_Slang,grabeeeeeeee ! ! ! binay vs mar ! ! # pilipinasdebates2016,1,0
TagTok_Slang,multi - million expenses mean multi - million f …,1,0
TagTok_Slang,mar roxas and leni robredo ! ! # bumotoako,1,0
TagTok_Slang,seats are filling up here at the capiz gym . follow us for live updates of # roxasrobredo 's campaign kick off !,1,0
TagTok_Slang,"rt [ mention ] : migz zubirri on vp binay allegation of corruption issue : "" no one is above the law "" [ mention ] [ mention ]",1,0
TagTok_Slang,"nognog , pandak , laki sa hirap , si binay ba yan ? # randomthoughts # aldubnewjourney",1,0
TagTok_Slang,""" kay tayo naghihirap , corrupt si binay . "" mula sa isang grade7 student . hahaha ! ? ?",1,0
TagTok_Slang,"binay saying his an effective & amp ; decisive leader . rd on abolishing crime , drugs & amp ; corruption in just 3 - 6 months . # pilipinasdebates2016",1,0
TagTok_Slang,"don't dish it out if you can't take it ! anti - poe , anti - binay , anti - roxas ads has been flooding social media . # mds2016",1,0
TagTok_Slang,magkano na kaya ginastos nitong si binay sa political ads nya ? # psylinlang,1,0
